broiling Grillen
fruitiest fruitiest
ensilaged ensilaged
desolder desolder
dinging dinging
dustmen dustmen
faculties Fakultäten
furandi furandi
exudes Strahlt aus
eyed Eyed
erne erne
fugitation fugitation
devisable devisable
donnelley donnelley
funnels Trichter
errol errol
formosa formosa
forefeet Forefeet
feelers Fühler
fleeces Vlies
foris foris
diet Diät
flatterer Schmeichler
disports disports
despoliation despoliation
fir Tanne
dunes Dünen
egresses egresses
detain Festhalten
enquirer Frau
drink Getränk
disown verleugnen
engaged Verlobt
gantlets gantlets
dry trocken
diurnal Täglich
exocrine Exokrine
floodlights floodlights
distaffs distaffs
galvanize galvanisieren
dinginess dinginess
drugstore Drogerie
flotillas Flotillen
divorcements divorcements
dowager Witwe
epaulets Epauletten
filibustering filibustering
disrepair Verfall
embalmers Embalmers
directives Richtlinien
gassers gassers
gagmen gagmen
dilapidate dilapidate
discriminating Diskriminierend
dialyse dialyse
discolouring Verfärben
embassage embassage
fires Feuert
forewarned Vorgewarnt
fulmar fulmar
emphatic Emphatisch
evolves Entwickelt sich
expunges expunges
explode explodieren
disapproves Missbilligt
enclose umschließen
forequarter forequarter
externalises externalises
enigmatic rätselhaft
ethnographic Ethnographischen
fluid Flüssigkeit
drills Bohren
estranges estranges
empires Imperien
dovetails Schwalbenschwanz
feedings feedings
faroes faroes
frills frills
documentation Dokumentation
gamiest gamiest
excretion Ausscheidung
domicile Domizil
diplomatique diplomatique
ferrotype ferrotype
gables Giebel
gambolling gambolling
faeces Fäkalien
florence florence
ditches Gräben
dredging Ausbaggern
elated begeistert
footling albern
figurative Figurativ
determines bestimmt
etymologies etymologies
emendate emendate
endeavored Bemüht
empyreans empyreans
dyslexic Dyslexic
fresco Fresko
front Vorderseite
fulminate fulminate
gambolled gambolled
foreboding Ahnung
each jede einzelne
disburden disburden
disbursed disbursed
fueled Angeheizt
discriminated Diskriminiert
foursomes foursomes
foolhardier foolhardier
downpatrick downpatrick
friary friary
ealing ealing
flock Herde
disjoint disjoint
doubling Verdoppelung
flatboat flatboat
drowsily drowsily
doping doping
electorate Wählerschaft
disconnection Abschaltung
fontanel Fontanel
disfavors disfavors
dissenters Dissidenten
fritillary fritillary
flagpole Fahnenstange
dialed Gewählt
filibuster obstruieren
elastic Elastisch
floppies floppies
ferms ferms
freakiness freakiness
flooded Überschwemmt
facet Facette
empanelled empanelled
exaggeratedly Übertrieben
ensilage ensilage
flyweight Fliegengewicht
gallagher gallagher
discrepancies Diskrepanzen
faulkner faulkner
egoistic Egoistisch
epoxy epoxy
floor Stock
dig graben
equations Gleichungen
formulaic Formelhaft
familiarly vertraulich
entertainment Unterhaltung
eroticism eroticism
erie erie
distaste Abneigung
emeralds Smaragde
frenchmen Frenchmen
farandole farandole
fecundity fecundity
gaieties gaieties
duration Dauer
freighter Frachter
expatiating expatiating
frosts Frosts
exchanger Tauscher
evasion Ausweichen
finessing finessing
devonshire devonshire
embolisms embolisms
dilettanti dilettanti
estrepes estrepes
futuristic futuristisch
detinets detinets
exfoliation Exfoliation
diligent fleißig
epicyclical epicyclical
emptor emptor
extrinsic Extrinsisch
eminencies eminencies
eructation Aufstoßen
gatekeepers Gatekeepers
erosion erosion
gargles Gurgeln
financiers financiers
empty leer
electrode Elektrode
februarys februarys
galvanizes galvanizes
equivalence Gleichwertigkeit
explosives Sprengstoffe
emanations Emanationen
fishing Angeln
disseisoress disseisoress
dioxins Dioxine
fireball Feuerball
floodlighting floodlighting
effectuated effectuated
divs divs
fenchurch fenchurch
flavourless flavourless
earldoms earldoms
frosty eisig
freta freta
farthest am weitesten
earns Verdient
eskimos eskimos
formalizes formalizes
excavations Ausgrabungen
freestones freestones
emolument Vergütung
doily Doily
disadvantageously nachteilig
engrosser engrosser
feasible möglich
disport disport
emulate emulieren
elusively ausweichend
furbished furbished
diaphoretic diaphoretic
dimensional dimensional
dishrag dishrag
dory dory
fortify stärken
establish Etablieren
discerning Anspruchsvoll
flimsiest Flachste
fred fred
draggled draggled
enabling Ermöglichung
excommunicates excommunicates
embattling embattling
excluded Ausgeschlossen
flour Mehl
disagreement Uneinigkeit
float schweben
diethyl diethyl
figuring Figurieren
formalist formalist
fellah fellah
euphoniously euphoniously
forecasting Prognose
expander expander
detentions Verhaftungen
dinky dinky
equating Gleichzusetzen
flaunted flaunted
enviously Neidisch
fastidious Anspruchsvoll
estreats estreats
digitise Digitalisieren
ensembles ensembles
gainsay widersprechen
foremost Vor allem
electromagnetic Elektromagnetisch
echo echo
enzyme Enzym
finagles finagles
freeport freeport
escapist escapist
drumlins drumlins
entices Lockt
dodecahedral dodecahedral
explicated Explizit
endorsers endorsers
detoxifying Entgiften
forehands Forehands
dilate erweitern
diseconomies diseconomies
federalised federalised
fleeter fleeter
exudation Exsudat
finalities finalities
egoism Egoismus
ditching Graben
forfeiture Verwirkung
enfeebling Enfeebling
feodal feodal
encodes Kodiert
encased encased
flagrancy flagrancy
firedogs firedogs
fragments Fragmente
epiphytes Epiphyten
fabliau fabliau
experiential Erfahrungsorientiert
fetched Abgerufen
dixieland dixieland
folic Folic
freestyle Freistil
evilly evilly
exclaims Ruft aus
episcopate episcopate
flightiest flightiest
fluorine Fluor
drips Tropft
gaffer Oberbeleuchter
development Entwicklung
forfeited Verfallen
fluffs fluffs
fungicides Fungizide
freshman Student im ersten Jahr
experimentalism experimentalism
envisaging Vorsicht
exorbitant exorbitant
discolored Verfärbt
detonable detonable
firearm Feuerwaffe
festinating festinating
frankfurt frankfurt
earnestly ernsthaft
epidemically epidemically
explain erklären
elegantly Elegant
embolic Embolic
forwarding Weiterleiten
dickered dickered
emends emends
dislodging Vertreiben
farmers Bauern
existentialists existentialists
exultant Jubelnd
exiguous Aussagekräftig
foundations Grundlagen
fastener Verschluss
gastrointestinal Gastrointestinale
determinant bestimmend
extravehicular extravehicular
e e
gaseous Gasförmig
evans evans
disgruntled Verärgert
forewords Vorwort
feudalize feudalize
exe exe
fingerling fingerling
discombobulates discombobulates
fertilises Befruchtet
dotation dotation
dudgeons dudgeons
deuteron Deuteron
electrocuting electrocuting
falcare falcare
forearming forearming
flaco flaco
excludable Ausgeschlossen
distributorship Vertretung
diffusions diffusions
discontinuance Abbrechen
dingier dingier
ejaculations ejaculations
forcipes forcipes
entr'actes entr'actes
eternalises eternalises
fair Messe
divorcees divorcees
directorates Direktionen
exempt befreit
frostiest frostiest
eater eater
disfranchise disfranchise
eternalizing eternalizing
effetely effetely
frontiersmen frontiersmen
futures futures
er er
flanagan flanagan
dualistically dualistically
enlarge vergrößern
earning Verdienen
distancing Distanzierung
flourishing Blühend
dumfound dumfound
doer Macher
flathead Flachkopf
downloading wird heruntergeladen
dumbbell Hantel
dishwasher Geschirrspüler
disentangled Entwirrt
fruitier fruitier
fecund fruchtbar
drenges drenges
embargoed Vernachlässigt
fatherlands fatherlands
dow dow
foxhounds foxhounds
doctored doctored
dotage Dotage
garnishes Garniert
edict Edikt
equilibrium Gleichgewicht
doni doni
flagellated flagellated
fact Tatsache
enunciated Ausgesprochen
eau eau
entrepot entrepot
fernery fernery
dittoing dittoing
fluorocarbons fluorocarbons
fascinated fasziniert
electrifies electrifies
exasperatingly Erbittert
freezers Gefriergeräte
doll Puppe
enlacing enlacing
fibbers fibbers
distorted verzerrt
exclusion Ausschluss
feline katzenartig
francs francs
excessive Übertrieben
facilitate erleichtern
fishier fishier
exponent exponent
fructifying fructifying
enclosing Einschließt
dressings dressings
fullbacks Fullbacks
enzymes Enzyme
empathetic Einfühlsam
garishly garishly
foaled Gefüllt
desiccant Trocknend
extorsively extorsively
enflames enflames
expurgation Säuberung
finest Feinsten
encoded codiert
endorsee endorsee
fibreboard Faserplatte
favor gefallen
ebulliently ebulliently
destination Reiseziel
flaps Klappen
exclusions Ausschlüsse
disfranchisement disfranchisement
federalising federalising
feels fühlt sich
detach ablösen
excel Übertreffen
drowsier Schläfrig
educationalist educationalist
furlough Urlaub
fief Lehen
displays Zeigt an
drill bohren
duodenum Zwölffingerdarm
dinners Abendessen
dirtiest Schmutzigste
equivocated equivocated
expectations Erwartungen
dockage dockage
disfiguring Entstellen
driblet driblet
diggings diggings
dogwood dogwood
distance Entfernung
fa fa
dishwater Spülwasser
drubs drubs
dogtrotting dogtrotting
foredooming foredooming
finitio finitio
evidentiary Evidentiary
dilating Erweitern
disingenuously disingenuously
european europäisch
forayed forayed
earnestness Ernst
friend Freund
doweled doweled
evanescent Evanescent
engagements Verlobungen
factorised factorised
endeavours Bemüht sich
extemporized extemporized
etceteras etceteras
foolscap Kanzleipapier
disappeared Verschwunden
ecuadorian Ecuadorianer
dewy Dewy
flatirons flatirons
eiderdowns Eiderdowns
fulminates fulminates
farley farley
disguising Verkleidung
flavoring Aroma
dream Traum
exoskeleton Exoskeleton
freelancers Freiberufler
disaffectedly disaffectedly
electrovalent electrovalent
expunging expunging
gasser gasser
easterner easterner
fly Fliege
foreshadowed Vorausgesagt
floured floured
frumpier frumpier
eugene eugene
factored Factored
froggatt froggatt
factotums factotums
effeminacy Weichlichkeit
emulsion emulsion
flounces Flounces
freakishly freakishly
disinters disinters
fondle streicheln
fylingdale fylingdale
frosted Mattiert
flicked Geschlagen
digestibility Verdaulichkeit
ene ene
frappes frappes
ganging ganging
flown Geflogen
favoured Begünstigt
garbling Verstümmelung
edgy nervös
fateful Schicksalhaft
fluxum fluxum
flotation flotation
foes Feinde
envying Beneiden
farewells Verabschiedet
driveled driveled
flesh Fleisch
flea Floh
fillers Füller
foggy neblig
divinity Gottheit
dewdrops dewdrops
encoding Codierung
diaphoresis diaphoresis
foreshadow Vorahnung
diversions Abzweigungen
evocative Evokativ
diacritics Diakritik
exhortations Ermahnungen
ensnared Verstrickt
extirpation extirpation
elusion elusion
duties Aufgaben
dimorphic dimorphic
emetics emetics
fluvius fluvius
fakery fakery
foppish foppish
dimorphs dimorphs
disdaining disdaining
frequents frequents
diaphanously diaphanously
fantasize phantasieren
exportability exportability
firths firths
extrusions Extrusionen
extortionary extortionary
dica dica
firmer Fester
exists Existiert
falconry Falknerei
facings Verkleidungen
emissaries Abgesandten
elasticised elasticised
extensible Ausziehbar
ditchers ditchers
exam Prüfung
drumhead drumhead
entertainer entertainer
expediently expediently
ententes ententes
exposing Aussetzen
ensuing Folgend
fjords fjords
ernst ernst
diplomatist diplomatist
fijian fijian
energiser Energizer
fudging fudging
dum dum
forgettable Vergesslich
flatters Schmeichelt
feigned vorgetäuscht
duplicative duplicative
enshroud einhüllen
disregarded Nicht beachtet
farms Bauernhöfe
episcopalian episcopalian
enunciating enunciating
dipstick Messstab
gast gast
disassembly Zerlegung
gabardine gabardine
exec exec
diagonals Diagonalen
futurists futurists
earlobe Ohrläppchen
garbles garbles
exhilarated beschwingt
encircled Umkreist
finalists Finalisten
diving Tauchen
disengaging Ausschalten
flags Fahnen
dryings dryings
devilled devilled
frenziedly frenziedly
dishy dishy
fricandeau fricandeau
excise Verbrauch
etymologically Etymologisch
etiologists etiologists
ensile ensile
explicate Erklären
deserted verlassen
flipper Flipper
effervesces effervesces
fertile fruchtbar
ezra ezra
disposability Verfügbarkeit
designees designees
dewar dewar
dungeness dungeness
dowdier dowdier
figuration figuration
diaconates diaconates
dirndls dirndls
epiglottises epiglottises
gatefolds gatefolds
disallows Verweigert
drug Droge
disaffected disaffected
diddled diddled
distrustful misstrauisch
forthcoming Bevorstehende
embryonic embryonic
